City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
695,Kewanee,US,41.2456,-89.9248,-0.45,93,100,19.64,light snow
696,Puerto Lempira,HN,15.2667,-83.7667,81.19,70,42,8.55,light rain
697,Pokhara,NP,28.2333,83.9833,53.87,35,0,3.98,clear sky
698,Jaffna,LK,9.6685,80.0074,77.54,78,100,14.99,overcast clouds
699,Ibirapitanga,BR,-14.1642,-39.3736,73.76,98,99,2.19,overcast clouds
700,Damara,CF,4.9608,18.7035,75.47,28,97,2.89,overcast clouds
701,Sabla,NG,12.7525,4.7077,67.73,21,21,10.36,few clouds
702,Sena Madureira,BR,-9.0656,-68.6569,88.23,54,46,4.54,scattered clouds
703,Utica,US,43.1009,-75.2327,35.69,89,100,1.01,snow
704,Mundybash,RU,53.211,87.2983,10.44,95,100,4.94,light snow
